0.0	129.79
2.0	129.29
7.0	127.49
12.0	126.44
17.0	125.59
22.0	124.69
27.0	124.39
32.0	123.89
37.0	123.99
42.0	123.99
47.0	124.09
52.0	123.69
57.0	123.69
62.0	124.09
67.0	124.09
72.0	124.19
77.0	124.09
82.0	124.29
87.0	124.29
92.0	124.39
97.0	124.49
102.0	124.29
107.0	124.59
112.0	124.99
117.0	125.59
122.0	126.20
127.0	127.29
132.0	128.00
137.0	128.15
142.0	128.20
147.0	128.59
152.0	128.74
157.0	128.74
162.0	128.74
167.0	128.94
172.0	129.14
177.0	129.49
179.0	129.79
